email_id,rfq_id,vendor_id,direction,timestamp,from_email,to_email,subject,email_type,body_snippet,bid_amount_usd,delivery_days
EML-00109,RFQ-0007,V002,inbound,2024-01-26 11:00:00,lance@tanakaelectric.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0007,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-00110,RFQ-0007,V002,inbound,2024-02-06 17:00:00,lance@tanakaelectric.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0007 – Tanaka Electrical KK,bid,"Please find our quotation. Unit price USD 146.96. Total USD 24,101.44. Lead time 23 days.",24101.44,23.0
EML-00111,RFQ-0007,V016,outbound,2024-01-25 09:15:00,procurement@meridian-industrial.com,james@precisionarcsy.com,Request for Quotation – RFQ-0007 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0007. Bid deadline: 2024-02-08.,,
EML-00112,RFQ-0007,V016,inbound,2024-01-26 08:00:00,james@precisionarcsy.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0007,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-00113,RFQ-0007,V016,inbound,2024-01-27 11:00:00,james@precisionarcsy.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0007 — Clarification Required,query,Could you clarify item specification on line 1? Specifically tolerance and surface finish.,,
EML-00114,RFQ-0007,V016,inbound,2024-02-05 09:00:00,james@precisionarcsy.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0007 – Precision Arc Systems,bid,"Please find our quotation. Unit price USD 139.13. Total USD 22,817.32. Lead time 42 days.",22817.32,42.0
EML-00115,RFQ-0007,V018,outbound,2024-01-25 09:15:00,procurement@meridian-industrial.com,jennifer@guangzhoumeche.com,Request for Quotation – RFQ-0007 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0007. Bid deadline: 2024-02-08.,,
EML-00116,RFQ-0007,V018,inbound,2024-01-28 13:00:00,jennifer@guangzhoumeche.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0007,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-00117,RFQ-0007,V018,inbound,2024-01-29 11:00:00,jennifer@guangzhoumeche.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0007 — Clarification Required,query,Could you clarify item specification on line 1? Specifically tolerance and surface finish.,,
EML-00118,RFQ-0007,V018,inbound,2024-01-30 11:00:00,jennifer@guangzhoumeche.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0007 — Clarification Required,query,Could you clarify item specification on line 2? Specifically tolerance and surface finish.,,
EML-00119,RFQ-0007,V018,inbound,2024-02-06 10:00:00,jennifer@guangzhoumeche.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0007 – Guangzhou Mech & Elec Co.,bid,"Please find our quotation. Unit price USD 161.48. Total USD 26,482.72. Lead time 19 days.",26482.72,19.0
EML-00120,RFQ-0007,V006,outbound,2024-01-25 09:15:00,procurement@meridian-industrial.com,andrew@brightsparkele.com,Request for Quotation – RFQ-0007 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0007. Bid deadline: 2024-02-08.,,
EML-00121,RFQ-0007,V011,outbound,2024-01-25 09:15:00,procurement@meridian-industrial.com,lisa@solarispowerco.com,Request for Quotation – RFQ-0007 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0007. Bid deadline: 2024-02-08.,,
EML-00122,RFQ-0007,V011,inbound,2024-01-26 08:00:00,lisa@solarispowerco.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0007,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-00123,RFQ-0007,V011,inbound,2024-01-27 11:00:00,lisa@solarispowerco.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0007 — Clarification Required,query,Could you clarify item specification on line 1? Specifically tolerance and surface finish.,,
EML-00124,RFQ-0007,V011,inbound,2024-02-08 09:00:00,lisa@solarispowerco.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0007 – Solaris Power Components,bid,"Please find our quotation. Unit price USD 129.45. Total USD 21,229.80. Lead time 29 days.",21229.8,29.0
EML-00125,RFQ-0007,V013,outbound,2024-01-25 09:15:00,procurement@meridian-industrial.com,john@vantagesensors.com,Request for Quotation – RFQ-0007 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0007. Bid deadline: 2024-02-08.,,
EML-00126,RFQ-0007,V013,inbound,2024-02-08 17:00:00,john@vantagesensors.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0007 – Vantage Sensors GmbH,bid,"Please find our quotation. Unit price USD 147.15. Total USD 24,132.60. Lead time 16 days.",24132.6,16.0
EML-00127,RFQ-0008,V018,outbound,2024-01-31 09:15:00,procurement@meridian-industrial.com,jennifer@guangzhoumeche.com,Request for Quotation – RFQ-0008 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0008. Bid deadline: 2024-02-07.,,
EML-00128,RFQ-0008,V018,inbound,2024-02-02 11:00:00,jennifer@guangzhoumeche.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0008,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-00129,RFQ-0008,V018,inbound,2024-02-06 13:00:00,jennifer@guangzhoumeche.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0008 – Guangzhou Mech & Elec Co.,bid,"Please find our quotation. Unit price USD 328.85. Total USD 23,677.20. Lead time 28 days.",23677.2,28.0
EML-00130,RFQ-0008,V006,outbound,2024-01-31 09:15:00,procurement@meridian-industrial.com,andrew@brightsparkele.com,Request for Quotation – RFQ-0008 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0008. Bid deadline: 2024-02-07.,,
EML-00131,RFQ-0008,V006,inbound,2024-02-02 12:00:00,andrew@brightsparkele.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0008,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-00132,RFQ-0008,V006,inbound,2024-02-03 11:00:00,andrew@brightsparkele.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0008 — Clarification Required,query,Could you clarify item specification on line 1? Specifically tolerance and surface finish.,,
EML-00133,RFQ-0008,V006,inbound,2024-02-04 11:00:00,andrew@brightsparkele.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0008 — Clarification Required,query,Could you clarify item specification on line 2? Specifically tolerance and surface finish.,,
EML-00134,RFQ-0008,V006,inbound,2024-02-07 17:00:00,andrew@brightsparkele.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0008 – Bright Spark Electronics Ltd,bid,"Please find our quotation. Unit price USD 269.09. Total USD 19,374.48. Lead time 10 days.",19374.48,10.0
EML-00135,RFQ-0008,V013,outbound,2024-01-31 09:15:00,procurement@meridian-industrial.com,john@vantagesensors.com,Request for Quotation – RFQ-0008 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0008. Bid deadline: 2024-02-07.,,
EML-00136,RFQ-0008,V013,inbound,2024-02-01 16:00:00,john@vantagesensors.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0008,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-00137,RFQ-0008,V013,inbound,2024-02-06 13:00:00,john@vantagesensors.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0008 – Vantage Sensors GmbH,bid,"Please find our quotation. Unit price USD 308.50. Total USD 22,212.00. Lead time 55 days.",22212.0,55.0
EML-00138,RFQ-0008,V002,outbound,2024-01-31 09:15:00,procurement@meridian-industrial.com,lance@tanakaelectric.com,Request for Quotation – RFQ-0008 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0008. Bid deadline: 2024-02-07.,,
EML-00139,RFQ-0008,V002,inbound,2024-02-01 17:00:00,lance@tanakaelectric.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0008,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-00140,RFQ-0008,V002,inbound,2024-02-02 11:00:00,lance@tanakaelectric.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0008 — Clarification Required,query,Could you clarify item specification on line 1? Specifically tolerance and surface finish.,,
EML-00141,RFQ-0008,V002,inbound,2024-02-03 11:00:00,lance@tanakaelectric.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0008 — Clarification Required,query,Could you clarify item specification on line 2? Specifically tolerance and surface finish.,,
EML-00142,RFQ-0008,V002,inbound,2024-02-07 09:00:00,lance@tanakaelectric.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0008 – Tanaka Electrical KK,bid,"Please find our quotation. Unit price USD 311.34. Total USD 22,416.48. Lead time 18 days.",22416.48,18.0
EML-00143,RFQ-0008,V016,outbound,2024-01-31 09:15:00,procurement@meridian-industrial.com,james@precisionarcsy.com,Request for Quotation – RFQ-0008 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0008. Bid deadline: 2024-02-07.,,
EML-00144,RFQ-0008,V016,inbound,2024-02-03 14:00:00,james@precisionarcsy.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0008,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-00145,RFQ-0008,V016,inbound,2024-02-04 11:00:00,james@precisionarcsy.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0008 — Clarification Required,query,Could you clarify item specification on line 1? Specifically tolerance and surface finish.,,
EML-00146,RFQ-0008,V016,inbound,2024-02-05 11:00:00,james@precisionarcsy.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0008 — Clarification Required,query,Could you clarify item specification on line 2? Specifically tolerance and surface finish.,,
EML-00147,RFQ-0008,V016,inbound,2024-02-04 16:00:00,james@precisionarcsy.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0008 – Precision Arc Systems,bid,"Please find our quotation. Unit price USD 265.00. Total USD 19,080.00. Lead time 21 days.",19080.0,21.0
EML-00148,RFQ-0008,V011,outbound,2024-01-31 09:15:00,procurement@meridian-industrial.com,lisa@solarispowerco.com,Request for Quotation – RFQ-0008 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0008. Bid deadline: 2024-02-07.,,
EML-00149,RFQ-0008,V011,inbound,2024-02-02 11:00:00,lisa@solarispowerco.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0008,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-00150,RFQ-0008,V011,inbound,2024-02-03 11:00:00,lisa@solarispowerco.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0008 — Clarification Required,query,Could you clarify item specification on line 1? Specifically tolerance and surface finish.,,
EML-00151,RFQ-0008,V011,inbound,2024-02-04 11:00:00,lisa@solarispowerco.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0008 – Solaris Power Components,bid,"Please find our quotation. Unit price USD 303.68. Total USD 21,864.96. Lead time 46 days.",21864.96,46.0
EML-00152,RFQ-0009,V011,outbound,2024-01-04 09:15:00,procurement@meridian-industrial.com,lisa@solarispowerco.com,Request for Quotation – RFQ-0009 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0009. Bid deadline: 2024-01-11.,,
EML-00153,RFQ-0009,V018,outbound,2024-01-04 09:15:00,procurement@meridian-industrial.com,jennifer@guangzhoumeche.com,Request for Quotation – RFQ-0009 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0009. Bid deadline: 2024-01-11.,,
EML-00154,RFQ-0009,V018,inbound,2024-01-06 15:00:00,jennifer@guangzhoumeche.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0009,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-00155,RFQ-0009,V018,inbound,2024-01-10 13:00:00,jennifer@guangzhoumeche.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0009 – Guangzhou Mech & Elec Co.,bid,"Please find our quotation. Unit price USD 59.18. Total USD 3,905.88. Lead time 19 days.",3905.88,19.0
EML-00156,RFQ-0009,V002,outbound,2024-01-04 09:15:00,procurement@meridian-industrial.com,lance@tanakaelectric.com,Request for Quotation – RFQ-0009 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0009. Bid deadline: 2024-01-11.,,
EML-00157,RFQ-0009,V013,outbound,2024-01-04 09:15:00,procurement@meridian-industrial.com,john@vantagesensors.com,Request for Quotation – RFQ-0009 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0009. Bid deadline: 2024-01-11.,,
EML-00158,RFQ-0009,V013,inbound,2024-01-07 13:00:00,john@vantagesensors.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0009,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-00159,RFQ-0009,V013,inbound,2024-01-11 16:00:00,john@vantagesensors.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0009 – Vantage Sensors GmbH,bid,"Please find our quotation. Unit price USD 56.11. Total USD 3,703.26. Lead time 14 days.",3703.26,14.0
EML-00160,RFQ-0009,V006,outbound,2024-01-04 09:15:00,procurement@meridian-industrial.com,andrew@brightsparkele.com,Request for Quotation – RFQ-0009 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0009. Bid deadline: 2024-01-11.,,
EML-00161,RFQ-0009,V006,inbound,2024-01-06 10:00:00,andrew@brightsparkele.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0009,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-00162,RFQ-0009,V006,inbound,2024-01-07 11:00:00,andrew@brightsparkele.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0009 — Clarification Required,query,Could you clarify item specification on line 1? Specifically tolerance and surface finish.,,
EML-00163,RFQ-0009,V006,inbound,2024-01-08 11:00:00,andrew@brightsparkele.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0009 — Clarification Required,query,Could you clarify item specification on line 2? Specifically tolerance and surface finish.,,
EML-00164,RFQ-0009,V006,inbound,2024-01-10 10:00:00,andrew@brightsparkele.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0009 – Bright Spark Electronics Ltd,bid,"Please find our quotation. Unit price USD 55.95. Total USD 3,692.70. Lead time 42 days.",3692.7,42.0
EML-00165,RFQ-0009,V016,outbound,2024-01-04 09:15:00,procurement@meridian-industrial.com,james@precisionarcsy.com,Request for Quotation – RFQ-0009 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0009. Bid deadline: 2024-01-11.,,
EML-00166,RFQ-0009,V016,inbound,2024-01-08 11:00:00,james@precisionarcsy.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0009 — Clarification Required,query,Could you clarify item specification on line 1? Specifically tolerance and surface finish.,,
EML-00167,RFQ-0009,V016,inbound,2024-01-09 16:00:00,james@precisionarcsy.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0009 – Precision Arc Systems,bid,"Please find our quotation. Unit price USD 54.72. Total USD 3,611.52. Lead time 44 days.",3611.52,44.0
EML-00168,RFQ-0010,V017,outbound,2024-01-10 09:15:00,procurement@meridian-industrial.com,amy@türkmakinaaş.com,Request for Quotation – RFQ-0010 – Mechanical Parts,rfq_invite,Please find attached our RFQ RFQ-0010. Bid deadline: 2024-01-24.,,
EML-00169,RFQ-0010,V017,inbound,2024-01-11 16:00:00,amy@türkmakinaaş.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0010,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-00170,RFQ-0010,V017,inbound,2024-01-21 10:00:00,amy@türkmakinaaş.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0010 – Türk Makina A.Ş.,bid,"Please find our quotation. Unit price USD 72.99. Total USD 21,240.09. Lead time 34 days.",21240.09,34.0
EML-00171,RFQ-0010,V009,outbound,2024-01-10 09:15:00,procurement@meridian-industrial.com,nathan@fischersöhnekg.com,Request for Quotation – RFQ-0010 – Mechanical Parts,rfq_invite,Please find attached our RFQ RFQ-0010. Bid deadline: 2024-01-24.,,
EML-00172,RFQ-0010,V009,inbound,2024-01-13 14:00:00,nathan@fischersöhnekg.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0010,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-00173,RFQ-0010,V009,inbound,2024-01-22 12:00:00,nathan@fischersöhnekg.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0010 – Fischer & Söhne KG,bid,"Please find our quotation. Unit price USD 80.79. Total USD 23,509.89. Lead time 44 days.",23509.89,44.0
